CdResultado;Dados_ValorOriginal;Dados_FatorInicial;Dados_MoedaInicial;Dados_DescricaoInicial;Dados_ValorFinal;Dados_FatorFinal;Dados_MoedaFinal;Dados_DescricaoFinal;Dados_Saida
0;20000;45.45517;R$;Real;38990.4258;88.61583;R$;Real;O valor R$ 20.000,00 de 5/2011 atualizado até 5/2022 é R$ 38.990,43.
